,id_koi,koi_disposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_impact,koi_impact_err1,koi_impact_err2,id_kic,id_koicand,id_kepler_name,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,dr25_impact,dr25_tau_err1,dr25_impact_err2,dr25_impact_err1,dr25_tau_err2,dr25_ror,dr25_ror_err1,dr25_ror_err2,dr25_fgraz,dr25_autocorr_over_length,dr25_tau,level_0,index,m17_dec,m17_steff,m17_kmag,m17_srad,m17_hmag_err,m17_jmag_err,m17_kmag_err,m17_smass,m17_ra,m17_jmag,st_quarters,m17_hmag,m17_kepmag,gaia2_ruwe,gaia2_gflux_err,gaia2_gflux,gaia2_rpflux_err,gaia2_astrometric_excess_noise_sig,gaia2_rpmag,gaia2_rpflux,gaia2_bpflux_err,gaia2_sparallax_err,gaia2_ra,gaia2_astrometric_excess_noise,gaia2_sparallax_over_err,id_gaia2,gaia2_angdist,gaia2_gmag,gaia2_dec,gaia2_bpflux,gaia2_bpmag,gaia2_sparallax,gaia2_steff,gaia2_steff_err1,gaia2_steff_err2,gaia2_srad,gaia2_srad_err1,gaia2_srad_err2,gaia2_kmag,gaia2_kflux,gaia2_gflux_aper,gaia2_kflux_aper,gaia2_gflux_sum,gaia2_kflux_sum,gaia2_absdiff_gkep,gaia2_n_8arcsec,gaia2_n_1arcsec,gaia2_gflux_ratio,gaia2_kflux_ratio,ber18_steff,ber18_srad_err,ber18_steff_err,ber18_srad,kepmag,cdpp3,cdpp6,cdpp12,logcdpp3,logcdpp6,logcdpp12,tobs,cks_steff,cks_steff_err,cks_smet,cks_smet_err,cks_svsini,cks_svsini_err,feh_err,gdir_avs,gdir_avs_err2,gdir_srad_err2,gdir_srad_err1,gdir_avs_err1,gdir_srad,giso_sage_err1,giso_srad_err1,giso_srad_err2,giso_smass,giso_srho,giso_smass_err2,giso_smass_err1,giso_srad,giso_sage_err2,giso_srho_err1,giso_srho_err2,giso_sage,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2,id_starname_x,cks_sprov,obs,id_obs,id_name,rm_sb2,f17_ao_obs,id_starname_y,f17_rcf_avg,f17_rcf_avg_err,k16_massratio_ul,k16_max_massratio,k16_sep,fpp_prob,giso_tau0,gdir_prad,gdir_prad_err1,gdir_prad_err2,giso_sinc,giso_sinc_err1,giso_sinc_err2,giso_sma,giso_sma_err1,giso_sma_err2,giso_prad,giso_prad_err1,giso_prad_err2,isnone,isfaint,isgiant,isruwe,isdiluted,isnotreliable,islowsnr,isany,isbadvsini,issb2,isbadspecparallax,isbadprad,isbadpradprec,isbadimpacttau
401,338,CONFIRMED,1.0,7.0106324,1.362e-05,-1.362e-05,0.017555,0.002335,-0.001372,1.5,0.08,-0.07,0.6829999999999999,0.046,-0.48,10552611,K00338.01,Kepler-141 c,6.481146,41.279064,48.7,2,147,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.4353,0.31601803912067106,0.04771897882228471,-0.2186163233405371,0.2887784783021422,-0.047777449064737354,0.016287303611088697,0.0008294196170897071,-0.0003292922133607164,0.0,0.0009126450239248997,2.978618607508276,338.0,801.0,47.731682,4908.0,11.393,0.782,0.017,0.021,0.017,0.8239999999999998,297.97089,11.955,11111101110111011,11.485,13.448,0.93877774,17.7183467857174,80747.4297698103,47.43855645863882,0.0,12.751814,63685.7640107404,41.15185515078682,0.014263261204809738,297.97072711309926,0.0,230.75749,2.0864557404404895e+18,0.48394643792225656,13.420544,47.73160410088663,35972.359885852784,13.961466,3.34435427738108,4831.33,62.92000000000007,-70.17029999999977,0.8305120999999999,0.024660700000000202,-0.021216699999999755,11.3641356,569345.320720872,80620.66314458559,568451.4967923455,80631.81166339309,568595.8300367517,0.027456000000000813,3.0,,0.9985681512495591,0.9986835920892941,5019.0,0.031,100.0,0.783,13.447999954223633,82.70750427246094,67.05149841308594,56.637001037597656,1.917544960975647,1.8264085054397583,1.7531002759933472,1019.679375,5019.3,100.0,0.33299999999999996,0.06,1.9,1.0,0.12,0.06988153258661824,-6.138538236014068e-05,-0.030639769669467687,0.032442414680120116,6.17370191936112e-05,0.7761982216128736,4.3369010228812614,0.006218492139500764,-0.00448024773747413,0.8666062231204591,1.7403276685597877,-0.03155033196368129,0.015679957123212355,0.7915570611296842,-1.9764200114039367,0.06258035395569728,-0.09362880828544462,2.653010892256232,3.0738519381960177,0.15697300379536386,-0.2344510224099806,K00338,cks1,,,,1.0,"CAHA,Keck,Pal1.5,Pal5",K00338,,,,,,1.2e-05,3.239563500801516,1.3801562161180272,0.07498894063912069,-0.07498894063912069,76.39502647400664,6.355156627981211,-6.355156627981211,0.06837557422003505,0.0006191601013916675,-0.0006191601013916675,1.4089178387068335,0.05138314748991533,-0.05138314748991533,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,338,CONFIRMED,0.999,3.10762684,1.537e-05,-1.537e-05,0.008591,0.001858,-0.000824,0.73,0.04,-0.03,0.7,0.243,-0.473,10552611,K00338.02,Kepler-141 b,3.3659343999999995,12.351362,15.6,2,329,2,q1_q17_dr25_tce,11111101110111011000000000000000,0.5637,0.3269022650849101,0.11883488991869928,-0.2227192604488204,0.29918026039896567,-0.12057208399870678,0.007943720139438509,0.0005080229904417966,-0.0003665533366417409,0.0,0.0004679344334074594,2.3156990832170585,338.0,801.0,47.731682,4908.0,11.393,0.782,0.017,0.021,0.017,0.8239999999999998,297.97089,11.955,11111101110111011,11.485,13.448,0.93877774,17.7183467857174,80747.4297698103,47.43855645863882,0.0,12.751814,63685.7640107404,41.15185515078682,0.014263261204809738,297.97072711309926,0.0,230.75749,2.0864557404404895e+18,0.48394643792225656,13.420544,47.73160410088663,35972.359885852784,13.961466,3.34435427738108,4831.33,62.92000000000007,-70.17029999999977,0.8305120999999999,0.024660700000000202,-0.021216699999999755,11.3641356,569345.320720872,80620.66314458559,568451.4967923455,80631.81166339309,568595.8300367517,0.027456000000000813,3.0,,0.9985681512495591,0.9986835920892941,5019.0,0.031,100.0,0.783,13.447999954223633,82.70750427246094,67.05149841308594,56.637001037597656,1.917544960975647,1.8264085054397583,1.7531002759933472,1019.679375,5019.3,100.0,0.33299999999999996,0.06,1.9,1.0,0.12,0.06988153258661824,-6.138538236014068e-05,-0.030639769669467687,0.032442414680120116,6.17370191936112e-05,0.7761982216128736,4.3369010228812614,0.006218492139500764,-0.00448024773747413,0.8666062231204591,1.7403276685597877,-0.03155033196368129,0.015679957123212355,0.7915570611296842,-1.9764200114039367,0.06258035395569728,-0.09362880828544462,2.653010892256232,3.0738519381960177,0.15697300379536386,-0.2344510224099806,K00338,cks1,,,,1.0,"CAHA,Keck,Pal1.5,Pal5",K00338,,,,,,0.0016,2.470076401847145,0.6725145517006875,0.04654886756490086,-0.04654886756490086,225.58929374135485,18.58221514908695,-18.58221514908695,0.03974449404330045,0.0003635806483069321,-0.0003635806483069321,0.68667598156485,0.03814789363216749,-0.03814789363216749,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407,341,CONFIRMED,1.0,7.170710381,7.06e-06,-7.06e-06,0.026573000000000003,0.00059,-0.000372,2.73,0.32,-0.26,0.188,0.237,-0.188,10878263,K00341.01,Kepler-414 c,13.1809635,104.67581,89.3,2,152,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.5934,0.29456896971273533,0.02424534160921965,-0.20273071413867216,0.2652480793066064,-0.02503538179348741,0.026782909677313654,0.0009113656249955387,-0.000331617796783628,0.0,0.0012918817961064403,2.837901757132174,341.0,853.0,48.244362,5497.0,11.698,0.941,0.015,0.024,0.02,0.884,297.96155,12.087,11111101110111011,11.75,13.338,0.87976295,33.11900379155089,88503.28165693276,67.19114411346504,7.7296859504432015e-16,12.753701,63575.161751965075,90.8973959261127,0.017426470853407455,297.961561620321,0.0,137.13783,2.0865198213534116e+18,0.09661980758812004,13.320967999999999,48.244336301032206,44034.38420618133,13.741907999999999,2.442828432520902,5381.0,54.33349999999973,-106.0,0.91629606,0.03719550999999999,-0.01822769000000002,11.6410161,441187.86208145035,88425.44675881822,440799.8559911497,88425.46802526603,440800.1240481235,0.01703200000000038,2.0,,0.999120782526818,0.9991211498170018,5567.0,0.036,111.0,0.881,13.338000297546387,94.55400085449219,82.24500274658203,77.12000274658203,1.975679874420166,1.9151095151901245,1.887166976928711,585.028125,5566.7,100.0,0.18100000000000002,0.06,1.9,1.0,0.12,0.06928069752491893,-6.071281368830173e-05,-0.03189625736940038,0.033488907320868185,6.140758958018966e-05,0.8701998718220251,2.621820633373127,0.007644509449459823,-0.0077822589920579785,0.9554060078186628,1.3706036388465477,-0.03322700677650592,0.022967654975418528,0.887242932710352,-1.4043923639146634,0.04981298740407891,-0.06560279410866697,2.4421009008569508,2.0760948664176286,0.2137741295488468,-0.5434904942046379,K00341,cks1,,,,1.0,"MMT,Pal1.5,WIYN",K00341,,,,,,0.00035,3.534499090024529,2.5433292613857557,0.11209706035629878,-0.11209706035629878,131.8996601768037,10.122454650376625,-10.122454650376625,0.0717118045679382,0.0006959955429674593,-0.0006959955429674593,2.5950638614794395,0.06410754530041166,-0.06410754530041166,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,341,CONFIRMED,1.0,4.699652821,8.477e-06,-8.477e-06,0.016925,0.000539,-0.000351,1.74,0.2,-0.17,0.135,0.298,-0.135,10878263,K00341.02,Kepler-414 b,6.5279336,41.030235,41.6,2,219,2,q1_q17_dr25_tce,11111101110111011000000000000000,0.7575,0.29665810968964307,0.04287174542773631,-0.20143077076908716,0.2671261919363295,-0.04384536968432906,0.017166713592604233,0.0005943535096756929,-0.0003354613309127473,0.0,0.0006718484590325665,2.4849847022622464,341.0,853.0,48.244362,5497.0,11.698,0.941,0.015,0.024,0.02,0.884,297.96155,12.087,11111101110111011,11.75,13.338,0.87976295,33.11900379155089,88503.28165693276,67.19114411346504,7.7296859504432015e-16,12.753701,63575.161751965075,90.8973959261127,0.017426470853407455,297.961561620321,0.0,137.13783,2.0865198213534116e+18,0.09661980758812004,13.320967999999999,48.244336301032206,44034.38420618133,13.741907999999999,2.442828432520902,5381.0,54.33349999999973,-106.0,0.91629606,0.03719550999999999,-0.01822769000000002,11.6410161,441187.86208145035,88425.44675881822,440799.8559911497,88425.46802526603,440800.1240481235,0.01703200000000038,2.0,,0.999120782526818,0.9991211498170018,5567.0,0.036,111.0,0.881,13.338000297546387,94.55400085449219,82.24500274658203,77.12000274658203,1.975679874420166,1.9151095151901245,1.887166976928711,585.028125,5566.7,100.0,0.18100000000000002,0.06,1.9,1.0,0.12,0.06928069752491893,-6.071281368830173e-05,-0.03189625736940038,0.033488907320868185,6.140758958018966e-05,0.8701998718220251,2.621820633373127,0.007644509449459823,-0.0077822589920579785,0.9554060078186628,1.3706036388465477,-0.03322700677650592,0.022967654975418528,0.887242932710352,-1.4043923639146634,0.04981298740407891,-0.06560279410866697,2.4421009008569508,2.0760948664176286,0.2137741295488468,-0.5434904942046379,K00341,cks1,,,,1.0,"MMT,Pal1.5,WIYN",K00341,,,,,,0.00055,3.070169872186754,1.6312844278994514,0.07536970553216342,-0.07536970553216342,232.08787866997375,17.899861938202882,-17.899861938202882,0.05410489494647466,0.0005314284315270191,-0.0005314284315270191,1.6636884159652152,0.04723234157659181,-0.04723234157659181,False,False,False,False,False,False,False,False,False,False,False,False,False,False
409,343,CONFIRMED,1.0,4.761705895,3.499e-06,-3.499e-06,0.020577,0.001793,-0.000278,2.75,0.44,-0.48,0.384,0.002,-0.384,10982872,K00343.01,Kepler-142 c,11.185008,95.51531999999999,138.5,3,282,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.7167,0.272523520870334,0.017353269316493503,-0.18572794128434195,0.23097804121031823,-0.017629742786632985,0.020406421109420085,0.0004894986191928616,-0.0001788533812525743,0.0,0.001746261683906769,3.2227401796221034,343.0,865.0,48.481281,5794.0,11.762,1.225,0.019,0.021,0.021,1.004,295.1189,12.092,11111111111111111,11.800999999999998,13.203,0.99411535,21.06459708156619,99211.02962761684,51.98588791976339,0.0,12.693824000000001,67179.74596602508,52.84110302508301,0.013506007945161859,295.1190067111378,0.0,132.80658,2.1287246782626621e+18,0.39130140433272226,13.196966,48.4813635295606,52711.911306048605,13.546617000000001,1.8466867440951404,5748.6665,45.33349999999973,-45.66650000000027,1.1135206,0.017904300000000095,-0.017356700000000114,11.747217899999999,400076.30973130564,99085.21315921978,399568.94488922454,99163.78045047825,400599.84592051303,0.006033999999999651,2.0,,0.9995237507632374,1.0013085908274824,5759.0,0.045,115.0,1.116,13.20300006866455,76.3395004272461,63.83649826049805,53.78199768066406,1.882749319076538,1.805069088935852,1.7306369543075562,865.30125,5759.0,100.0,0.048,0.06,2.1,1.0,0.12,0.08796560055691613,-2.708739103687852e-05,-0.039344485009651375,0.04114186316480284,2.7409944295314626e-05,1.0998510268035413,2.662319017475081,0.013742476105733205,-0.012968501347519146,0.9832785717260772,0.7323168313020813,-0.047061395462105186,0.05021293205835176,1.1018373571833175,-2.4779433012315017,0.060660001780939776,-0.055574460536750865,7.288506605448282,1.936454077930416,0.2141277952711743,-0.5125697334715202,K00343,cks1,,,,1.0,"CAHA,Lick,Pal1.5,Pal5,WIYN",K00343,,,,,,5.8e-07,3.800134408664952,2.451847107303469,0.09780623265321443,-0.09780623265321443,394.872375396228,32.11912426988063,-32.11912426988063,0.05511188077520299,0.0009047617502778618,-0.0009047617502778618,2.45562263651212,0.049870640076571146,-0.049870640076571146,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,343,CONFIRMED,1.0,2.024143568,2.059e-06,-2.059e-06,0.014511000000000001,0.001889,-0.000383,1.94,0.31,-0.34,0.513,0.013000000000000001,-0.495,10982872,K00343.02,Kepler-142 b,5.6028743,62.41155,88.4,3,599,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.4829,0.3395903243248435,0.02772179587808976,-0.22785086596181361,0.2585002965237667,-0.027692758482750435,0.014233433576774512,0.0004982651038101128,-0.00020065551178288614,0.0,0.0012943646488724114,2.465002869770638,343.0,865.0,48.481281,5794.0,11.762,1.225,0.019,0.021,0.021,1.004,295.1189,12.092,11111111111111111,11.800999999999998,13.203,0.99411535,21.06459708156619,99211.02962761684,51.98588791976339,0.0,12.693824000000001,67179.74596602508,52.84110302508301,0.013506007945161859,295.1190067111378,0.0,132.80658,2.1287246782626621e+18,0.39130140433272226,13.196966,48.4813635295606,52711.911306048605,13.546617000000001,1.8466867440951404,5748.6665,45.33349999999973,-45.66650000000027,1.1135206,0.017904300000000095,-0.017356700000000114,11.747217899999999,400076.30973130564,99085.21315921978,399568.94488922454,99163.78045047825,400599.84592051303,0.006033999999999651,2.0,,0.9995237507632374,1.0013085908274824,5759.0,0.045,115.0,1.116,13.20300006866455,76.3395004272461,63.83649826049805,53.78199768066406,1.882749319076538,1.805069088935852,1.7306369543075562,865.30125,5759.0,100.0,0.048,0.06,2.1,1.0,0.12,0.08796560055691613,-2.708739103687852e-05,-0.039344485009651375,0.04114186316480284,2.7409944295314626e-05,1.0998510268035413,2.662319017475081,0.013742476105733205,-0.012968501347519146,0.9832785717260772,0.7323168313020813,-0.047061395462105186,0.05021293205835176,1.1018373571833175,-2.4779433012315017,0.060660001780939776,-0.055574460536750865,7.288506605448282,1.936454077930416,0.2141277952711743,-0.5125697334715202,K00343,cks1,,,,1.0,"CAHA,Lick,Pal1.5,Pal5,WIYN",K00343,,,,,,7.6e-05,2.8573177513542336,1.7070986914766566,0.0749268122286166,-0.0749268122286166,1234.1135333543298,100.35547951503783,-100.35547951503783,0.031149016918473094,0.0005100073517857347,-0.0005100073517857347,1.7123148272410176,0.04739435307921128,-0.04739435307921128,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411,343,CONFIRMED,0.998,41.8085031,0.0002939,-0.0002939,0.01252,0.000525,-0.000234,1.67,0.27,-0.29,0.011000000000000001,0.43700000000000006,-0.011000000000000001,10982872,K00343.03,Kepler-142 d,4.9910545,13.963863,27.3,3,31,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.3467,0.30827103452019994,0.14995402048138207,-0.21426649489637917,0.29379436748177395,-0.1619559653907805,0.012740263512109462,0.0004938822025372953,-0.000325229402337009,0.0,0.0006215879488722463,7.632312596303681,343.0,865.0,48.481281,5794.0,11.762,1.225,0.019,0.021,0.021,1.004,295.1189,12.092,11111111111111111,11.800999999999998,13.203,0.99411535,21.06459708156619,99211.02962761684,51.98588791976339,0.0,12.693824000000001,67179.74596602508,52.84110302508301,0.013506007945161859,295.1190067111378,0.0,132.80658,2.1287246782626621e+18,0.39130140433272226,13.196966,48.4813635295606,52711.911306048605,13.546617000000001,1.8466867440951404,5748.6665,45.33349999999973,-45.66650000000027,1.1135206,0.017904300000000095,-0.017356700000000114,11.747217899999999,400076.30973130564,99085.21315921978,399568.94488922454,99163.78045047825,400599.84592051303,0.006033999999999651,2.0,,0.9995237507632374,1.0013085908274824,5759.0,0.045,115.0,1.116,13.20300006866455,76.3395004272461,63.83649826049805,53.78199768066406,1.882749319076538,1.805069088935852,1.7306369543075562,865.30125,5759.0,100.0,0.048,0.06,2.1,1.0,0.12,0.08796560055691613,-2.708739103687852e-05,-0.039344485009651375,0.04114186316480284,2.7409944295314626e-05,1.0998510268035413,2.662319017475081,0.013742476105733205,-0.012968501347519146,0.9832785717260772,0.7323168313020813,-0.047061395462105186,0.05021293205835176,1.1018373571833175,-2.4779433012315017,0.060660001780939776,-0.055574460536750865,7.288506605448282,1.936454077930416,0.2141277952711743,-0.5125697334715202,K00343,cks1,,,,1.0,"CAHA,Lick,Pal1.5,Pal5,WIYN",K00343,,,,,,0.00016,7.839703560263374,1.5308106668193697,0.07422909775666128,-0.07422909775666128,21.786932826388217,1.7665149889551588,-1.7665149889551588,0.23451727485841553,0.0039173159774098226,-0.0039173159774098226,1.533336020478897,0.05291458957452834,-0.05291458957452834,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,344,CONFIRMED,1.0,39.30944096,4.79e-05,-4.79e-05,0.030433999999999996,0.000544,-0.000212,2.87,0.37,-0.14,0.027999999999999997,0.335,-0.027999999999999997,11015108,K00344.01,Kepler-530 b,20.90005,95.34753,122.9,1,36,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.4815,0.2555146607456582,0.028667627554963104,-0.17458722038818567,0.2179253028374401,-0.028934417849242777,0.030692632567873208,0.0006615112010002304,-0.00027602826812618553,0.0,0.001295030245944329,5.5963707820231425,344.0,868.0,48.549042,5607.0,11.9,0.863,0.019,0.025,0.02,0.932,283.34027,12.303,11111111111111111,11.939,13.4,0.97474337,16.901944915535456,82679.66801858072,59.537664722111465,0.0,12.888235,56166.061315988896,58.25416487548334,0.014528208805159974,283.3402947606605,0.0,148.39622,2.1317361375281277e+18,0.09311303381977382,13.394869,48.54906200796229,43855.071803284045,13.746339,2.208931297870082,5766.25,22.75,-106.19999999999982,0.8401040000000001,0.03182169999999984,-0.006590000000000096,11.9360922,336196.4441036037,82607.10914029951,335901.40135064046,82863.28899812774,338030.32652051264,0.005131000000000441,3.0,,1.0022208722403887,1.0054547942105652,5600.0,0.036,112.0,0.888,13.399999618530273,81.44499969482422,65.23200225830078,52.0880012512207,1.9108644723892212,1.8144607543945312,1.7167377471923828,1248.410625,5600.4,100.0,-0.18100000000000002,0.06,0.0,1.0,0.12,0.09029589232968613,-8.847198414230206e-05,-0.032017369508233966,0.033566468451970644,8.939684394075609e-05,0.8797881181103898,3.735279619160583,0.010319056555434192,-0.01089156196022978,0.8629543481927358,1.2619277673237508,-0.04174910108323615,0.05162930409911337,0.8806525637956683,-3.997554614066608,0.11454200718276546,-0.10054631257258917,7.0708544875783845,2.2373516461134706,0.16447565563538494,-0.3685210978081685,K00344,cks1,,,,1.0,"Pal1.5,Pal5",K00344,1.002,0.0002,,,,2.3e-06,6.406171543674233,2.950570638094053,0.1190291332448816,-0.1190291332448816,14.74657614048553,1.219467260981528,-1.219467260981528,0.21547503270556687,0.0038831643415667486,-0.0038831643415667486,2.9538028187249594,0.05751272408628739,-0.05751272408628739,False,False,False,False,False,False,False,False,False,False,False,False,False,False
413,345,CONFIRMED,1.0,29.88487723,3.072e-05,-3.072e-05,0.034344,0.000123,-0.0023,2.81,0.12,-0.19,0.6579999999999999,0.031,-0.45399999999999996,11074541,K00345.01,Kepler-531 b,22.359092999999998,106.15765,128.3,1,35,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.8478,0.3351254644588269,0.024852716576194034,-0.2168699525886884,0.2319398232740067,-0.02505691962497636,0.03218294475136829,0.0012901831705442457,-0.0005159659781230064,0.0,0.0016642137278719122,4.317158378516904,345.0,879.0,48.683601,4883.0,11.177,0.7490000000000001,0.028,0.022,0.022,0.725,286.52481,11.772,11111110111011101,11.245,13.34,0.8359635,17.45418634030468,90868.40012291797,43.584943418261375,0.0,12.613415,72343.94430455634,52.2862191516059,0.012719621789379151,286.52465824458375,0.0,308.76352,2.1311810559559834e+18,0.4079510770174056,13.292334,48.683548056387366,40198.38264278274,13.840867000000001,3.9803553480991987,4924.81,193.1899999999996,-93.8100000000004,0.7022128000000001,0.027536399999999794,-0.052012550000000046,11.205665599999998,658815.4201588746,90749.31844447505,657952.0524104552,90749.31844447505,657952.0524104552,0.04766599999999954,1.0,,0.9986895149657985,0.9986895149657985,4935.0,0.029,99.0,0.734,13.34000015258789,62.68150329589844,50.61650085449219,44.96849822998047,1.7971394062042236,1.7042921781539917,1.6529083251953125,1068.8287500000001,4934.6,100.0,0.049,0.06,0.9,1.0,0.12,0.19364400072135368,-0.00023529206162956065,-0.029758848363048318,0.03144711325543603,5.710086932672609e-05,0.7352675636952646,5.67419164718384,0.00475900886028946,-0.005374641925696477,0.7937589276359222,1.91640586756968,-0.033459897875606215,0.016521825649643995,0.7453915716069123,-2.3921428739576327,0.06734139967828212,-0.1116131551479016,3.7071904605955903,3.8128174522061977,0.1903967910592809,-0.33665923996526365,K00345,cks1,,,,1.0,"CAHA,Keck,Pal1.5,WIYN",K00345,,,,,,5.2e-07,5.086656783110322,2.585228786771784,0.13166498473757998,-0.13166498473757998,9.679476884915735,0.8289577002822602,-0.8289577002822602,0.17456226131680513,0.0018361316662169923,-0.0018361316662169923,2.6217507113898293,0.07598738192072313,-0.07598738192072313,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,348,CONFIRMED,1.0,28.51117639,2.651e-05,-2.651e-05,0.04343,0.000791,-0.004334,3.27,0.19,-0.13,0.77,0.006,-0.557,11194032,K00348.01,Kepler-533 b,26.702084000000003,132.19527,145.5,1,47,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.8642,0.318461323841146,0.024286804080650093,-0.21869388502604944,0.28902143237935574,-0.026673230707244144,0.03840456760088216,0.0022007858229301167,-0.0005977038612468843,0.0,0.00473825445275696,4.199566604421003,348.0,1281.0,48.825142,4687.0,11.683,0.69,0.018,0.021,0.019,0.748,293.68573,12.335,11111111111111111,11.777999999999999,13.933,0.9454110000000001,12.016484852373855,50756.704002064405,46.17440537393116,0.0,13.207645000000001,41851.39297235992,30.217024267934303,0.015568283620271062,293.68568928293314,0.0,210.16725,2.1289704191098363e+18,0.550183401499203,13.924632,48.82499154060289,21444.06112848243,14.523121,3.324943307414889,4838.553,151.44700000000012,-103.20299999999952,0.6597499,0.029070799999999952,-0.03943920000000001,11.688322800000003,422377.59758502507,50665.54330241155,421618.9936120016,50665.54330241155,421618.9936120016,0.008367999999999043,1.0,,0.9982039673094386,0.9982039673094386,4790.0,0.028,96.0,0.71,13.932999610900879,84.46600341796875,66.21749877929688,59.332000732421875,1.9266819953918457,1.8209728002548218,1.7732889652252197,1338.6450000000002,4642.0,60.0,0.13,0.12,,,0.12,0.07245632455388525,-0.00010098777453979023,-0.019499864446103958,0.020158202101819955,0.00010165004659647149,0.7188054000856781,5.1340979642859805,0.005196623875597607,-0.005051991887729202,0.7577912551361603,2.011118313085152,-0.026349140390519717,0.025870213889483074,0.7216113543934835,-3.9816660414847647,0.08357910248690457,-0.08267133529255323,5.7229069272306745,3.3073388212749486,0.1433368933350942,-0.17091829360509286,K00348,smemp,rj130.900,rj130.900,CK00348,1.0,"Keck,Pal1.5,WIYN",K00348,1.0,0.0,1.0,0.137,663.3,0.001,4.927617010373878,3.010727424827551,0.13696670313726966,-0.13696670313726966,7.82732622711647,0.456411521550061,-0.456411521550061,0.16657627839305092,0.0019135691305765996,-0.0019135691305765996,3.026771074621297,0.11168181866916865,-0.11168181866916865,False,False,False,False,False,False,False,False,False,False,False,False,False,False
420,351,CONFIRMED,0.88,210.6013843,0.0002347,-0.0002347,0.058748,0.00028,-0.00014,7.7,1.25,-1.03,0.002,0.172,-0.002,11442793,K00351.02,Kepler-90 g,74.07316,101.80441,232.4,7,6,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.254,0.11803821882318645,0.027150167445409323,-0.0837384137441219,0.11873687585453023,-0.027167023330230577,0.058874334187269596,0.000261091166036162,-0.00017985583644217207,0.0,0.0007286224692466763,11.327440608664137,351.0,929.0,49.305161,5970.0,12.482,1.2,0.033,0.029,0.024,1.089,284.4335,12.79,11111110111011101,12.531,13.804,1.0215815000000001,12.008412471917591,60181.249844962724,35.24193093650638,0.0,13.284898000000002,38977.04278666378,41.548048788444255,0.014920964610347578,284.43346424563623,0.0,77.07755,2.1321934312855703e+18,0.15776874450947376,13.739713,49.305123890603255,33288.917190342436,14.045639000000001,1.2030714143881431,5987.0,82.33349999999973,-65.0,1.2394572,0.027357999999999993,-0.033399500000000026,12.446453300000002,210110.9448093684,60126.36330186615,209919.3192871825,60126.36330186615,209919.3192871825,0.0642870000000002,1.0,,0.9990879793417722,0.9990879793417722,6015.0,0.051,120.0,1.211,13.803999900817871,93.46900177001953,73.19100189208984,62.77000045776367,1.9706676006317139,1.8644577264785767,1.7977521419525146,580.944375,6015.4,100.0,0.098,0.06,3.7,1.0,0.12,0.13573908594872455,-4.5826457900077786e-06,-0.042990961069902855,0.044797449469591084,4.684105277957818e-06,1.1850256103679653,1.8122627158536235,0.017509466812419383,-0.019332820787744343,1.1098049965638541,0.6608884535288913,-0.05003619600271536,0.049810695992846384,1.188050103850444,-1.5321647683667212,0.0506878889684852,-0.052538602073078255,3.5779659199135088,1.1698746016416823,0.15642950885350226,-0.3628561357374936,K00351,cks1,,,,1.0,"CAHA,Gem,Lick,MMT,Pal1.5,WIYN",K00351,,,,,,6.7e-05,13.906637240014078,7.618774825268499,0.28233870205345035,-0.28233870205345035,3.218542026552941,0.2556151181616291,-0.2556151181616291,0.7175279442055796,0.010697475142169049,-0.010697475142169049,7.643017339961842,0.12225013577212306,-0.12225013577212306,False,False,False,False,False,False,False,False,False,False,False,False,False,False
