,id_koi,koi_disposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_impact,koi_impact_err1,koi_impact_err2,id_kic,id_koicand,id_kepler_name,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,dr25_impact,dr25_tau_err1,dr25_impact_err2,dr25_impact_err1,dr25_tau_err2,dr25_ror,dr25_ror_err1,dr25_ror_err2,dr25_fgraz,dr25_autocorr_over_length,dr25_tau,level_0,index,m17_dec,m17_steff,m17_kmag,m17_srad,m17_hmag_err,m17_jmag_err,m17_kmag_err,m17_smass,m17_ra,m17_jmag,st_quarters,m17_hmag,m17_kepmag,gaia2_ruwe,gaia2_gflux_err,gaia2_gflux,gaia2_rpflux_err,gaia2_astrometric_excess_noise_sig,gaia2_rpmag,gaia2_rpflux,gaia2_bpflux_err,gaia2_sparallax_err,gaia2_ra,gaia2_astrometric_excess_noise,gaia2_sparallax_over_err,id_gaia2,gaia2_angdist,gaia2_gmag,gaia2_dec,gaia2_bpflux,gaia2_bpmag,gaia2_sparallax,gaia2_steff,gaia2_steff_err1,gaia2_steff_err2,gaia2_srad,gaia2_srad_err1,gaia2_srad_err2,gaia2_kmag,gaia2_kflux,gaia2_gflux_aper,gaia2_kflux_aper,gaia2_gflux_sum,gaia2_kflux_sum,gaia2_absdiff_gkep,gaia2_n_8arcsec,gaia2_n_1arcsec,gaia2_gflux_ratio,gaia2_kflux_ratio,ber18_steff,ber18_srad_err,ber18_steff_err,ber18_srad,kepmag,cdpp3,cdpp6,cdpp12,logcdpp3,logcdpp6,logcdpp12,tobs,cks_steff,cks_steff_err,cks_smet,cks_smet_err,cks_svsini,cks_svsini_err,feh_err,gdir_avs,gdir_avs_err2,gdir_srad_err2,gdir_srad_err1,gdir_avs_err1,gdir_srad,giso_sage_err1,giso_srad_err1,giso_srad_err2,giso_smass,giso_srho,giso_smass_err2,giso_smass_err1,giso_srad,giso_sage_err2,giso_srho_err1,giso_srho_err2,giso_sage,giso2_sparallax,giso2_sparallax_err1,giso2_sparallax_err2,id_starname_x,cks_sprov,obs,id_obs,id_name,rm_sb2,f17_ao_obs,id_starname_y,f17_rcf_avg,f17_rcf_avg_err,k16_massratio_ul,k16_max_massratio,k16_sep,fpp_prob,giso_tau0,gdir_prad,gdir_prad_err1,gdir_prad_err2,giso_sinc,giso_sinc_err1,giso_sinc_err2,giso_sma,giso_sma_err1,giso_sma_err2,giso_prad,giso_prad_err1,giso_prad_err2,isnone,isfaint,isgiant,isruwe,isdiluted,isnotreliable,islowsnr,isany,isbadvsini,issb2,isbadspecparallax,isbadprad,isbadpradprec,isbadimpacttau
1957,1533,CONFIRMED,1.0,6.24145791,2.193e-05,-2.193e-05,0.011618,0.000434,-0.000257,1.6,0.26,-0.27,0.028999999999999998,0.409,-0.028999999999999998,7808587,K01533.01,Kepler-886 b,5.4707284000000005,26.684687,30.8,1,216,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.7843,0.3016420583615786,0.07401370839101151,-0.2028621236021037,0.2844337609706982,-0.06907813270363805,0.011771726811115877,0.0004460298639492287,-0.0002897092097045844,0.0,0.0005894635966349818,3.071885103327318,1533.0,443.0,43.59523,5810.0,12.565,1.259,0.024,0.022,0.022,1.026,286.27176,12.902999999999999,11111111111111111,12.601,13.939,0.9813780000000001,10.456166561208502,52226.437250700255,42.43135295916338,0.0,13.426321,34216.80831750831,34.370337316692016,0.014027884350706716,286.27171618011687,0.0,98.16481,2.1056737262219766e+18,0.14829303854276354,13.89364,43.595203738402034,28740.147169451207,14.205166,1.4300445609309556,5922.25,560.5146000000004,-64.25,0.9868708,0.02176659999999997,-0.1632766000000001,12.5696035,187580.89154343997,52179.06919467101,187410.76042501818,52179.06919467101,187410.76042501818,0.04536000000000051,1.0,,0.9990930253235183,0.9990930253235182,5857.0,0.041,117.0,0.992,13.939000129699707,74.61149597167969,54.766502380371094,42.32749938964844,1.8728057146072388,1.738515019416809,1.6266225576400757,1331.01375,5856.7,100.0,-0.207,0.06,0.9,1.0,0.12,0.08136342101490622,-2.308215326728147e-05,-0.03505189940736608,0.03669010543370698,2.347201841966517e-05,0.975718558924675,3.101324963058417,0.012985484732701004,-0.013075825867374768,0.9132726110877956,0.9761472320073376,-0.04753506872302371,0.050735117121872064,0.9773878550997452,-2.8362040481938795,0.08651230553937672,-0.08070069358835763,6.599966104764722,1.4400917333630776,0.14648681637714125,-0.3712656369731837,K01533,cks1,,,,1.0,Pal1.5,K01533,,,,,,0.00019,3.778922744119637,1.2540048065447214,0.06049766746536302,-0.06049766746536302,243.3043278622325,20.163908040625085,-20.163908040625085,0.0643654418622554,0.001152383072347799,-0.001152383072347799,1.2571033387204655,0.042457821957276966,-0.042457821957276966,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1958,1534,CONFIRMED,1.0,20.4222447,0.000108,-0.000108,0.012581,0.000384,-0.00021,1.78,0.31,-0.25,0.059000000000000004,0.359,-0.059000000000000004,4741126,K01534.01,Kepler-887 b,5.733502,26.788187,34.7,2,65,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.1254,0.2936270592932812,0.11925337305265504,-0.20408413633496397,0.26972435737194517,-0.1143322242014646,0.012716745041517473,0.0003881721280093245,-0.00025720784584326757,0.0,0.0006675700148417913,6.165811418567636,1534.0,141.0,39.81699,6119.0,12.241,1.299,0.021,0.023,0.023,1.157,290.09082,12.539000000000001,11111111111111111,12.27,13.47,1.0300299000000002,20.000598074280212,78611.65057820387,54.218129603398744,0.0,13.011672,50130.1549179017,47.42729434519404,0.015586441031625224,290.09078926821485,0.0,70.52121,2.101093092063294e+18,0.3053563862415299,13.449648999999999,39.81690852946786,44302.893858720636,13.735307999999998,1.1521747353725433,6309.0,649.1796999999997,-309.33349999999973,1.329145,0.14059049999999984,-0.23644200000000004,12.219467800000004,258966.07570273918,78523.74167348175,258676.48218946517,78528.90589565033,258722.13992083241,0.020351000000001562,2.0,,0.9989474246890259,0.9990580396245152,6207.0,0.059,124.0,1.394,13.470000267028809,60.465999603271484,46.04199981689453,38.07400131225586,1.7815111875534058,1.663154125213623,1.580628514289856,1429.35375,6207.1,100.0,0.038,0.06,8.1,1.0,0.12,0.07090380670406897,-3.8241931774540834e-05,-0.048427888930524285,0.05033927707848762,3.917419718432735e-05,1.3556467986831606,1.2101866312502514,0.024717928004281745,-0.018473372092543846,1.1725704541935271,0.4639904582498639,-0.0532033242054708,0.03604824513183712,1.35977861178975,-0.8234180754713395,0.027804317207266005,-0.03821025187673649,3.6171431812140606,1.2298536367375643,0.15776903767655262,-0.4405129447187386,K01534,cks1,,,,1.0,"Pal1.5,Pal5",K01534,,,,,,3.6e-05,7.188571261738724,1.8808832905239528,0.08283694803150464,-0.08283694803150464,103.59772581647735,7.933298056604895,-7.933298056604895,0.1542060256874238,0.0019538898518484215,-0.0019538898518484215,1.8879911911109106,0.05646147025317753,-0.05646147025317753,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1959,1534,CONFIRMED,0.993,7.63846084,5.425e-05,-5.425e-05,0.007869,0.000235,-0.00044,1.12,0.19,-0.16,0.405,0.045,-0.405,4741126,K01534.02,Kepler-887 c,3.6442664,13.585505,16.6,2,167,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.9729,0.3127357188137307,0.16719080159670252,-0.21521323951017685,0.2912069376434389,-0.15765580050018402,0.007842483522504658,0.0003659887367141335,-0.0003052797046156049,0.0,0.0004788088130702051,3.8987674217666664,1534.0,141.0,39.81699,6119.0,12.241,1.299,0.021,0.023,0.023,1.157,290.09082,12.539000000000001,11111111111111111,12.27,13.47,1.0300299000000002,20.000598074280212,78611.65057820387,54.218129603398744,0.0,13.011672,50130.1549179017,47.42729434519404,0.015586441031625224,290.09078926821485,0.0,70.52121,2.101093092063294e+18,0.3053563862415299,13.449648999999999,39.81690852946786,44302.893858720636,13.735307999999998,1.1521747353725433,6309.0,649.1796999999997,-309.33349999999973,1.329145,0.14059049999999984,-0.23644200000000004,12.219467800000004,258966.07570273918,78523.74167348175,258676.48218946517,78528.90589565033,258722.13992083241,0.020351000000001562,2.0,,0.9989474246890259,0.9990580396245152,6207.0,0.059,124.0,1.394,13.470000267028809,60.465999603271484,46.04199981689453,38.07400131225586,1.7815111875534058,1.663154125213623,1.580628514289856,1429.35375,6207.1,100.0,0.038,0.06,8.1,1.0,0.12,0.07090380670406897,-3.8241931774540834e-05,-0.048427888930524285,0.05033927707848762,3.917419718432735e-05,1.3556467986831606,1.2101866312502514,0.024717928004281745,-0.018473372092543846,1.1725704541935271,0.4639904582498639,-0.0532033242054708,0.03604824513183712,1.35977861178975,-0.8234180754713395,0.027804317207266005,-0.03821025187673649,3.6171431812140606,1.2298536367375643,0.15776903767655262,-0.4405129447187386,K01534,cks1,,,,1.0,"Pal1.5,Pal5",K01534,,,,,,0.00038,5.179367285214158,1.159484671215174,0.06542023534206996,-0.06542023534206996,384.0166076971135,29.105944481773037,-29.105944481773037,0.080080122348678,0.001017112922763137,-0.001017112922763137,1.164335884137243,0.05310156025115633,-0.05310156025115633,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1960,1535,CONFIRMED,0.956,70.6981724,0.0003535,-0.0003535,0.017221,0.000549,-0.000341,1.63,0.22,-0.1,0.026000000000000002,0.4,-0.026000000000000002,11669125,K01535.01,Kepler-888 b,9.57492,31.932688,37.7,1,18,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.9676,0.2940649211817937,0.09826899992850091,-0.20438884259609644,0.2891024385523545,-0.09469113654552341,0.01745012831678375,0.0005776366221486411,-0.0003726382046415136,0.0,0.0007258068502209332,6.51976163014809,1535.0,959.0,49.738628,5811.0,11.594,0.866,0.019,0.019,0.019,0.94,295.52121,11.915,11111111111111111,11.657,13.046,0.9498071,36.07072732833824,120996.45512077626,57.19921086977425,0.0,12.505834,79879.33484692662,61.011251110496744,0.017914421509057143,295.52128660867453,0.0,131.0421,2.1349323147537572e+18,0.2595799831387924,12.981434,49.738680420823485,66242.53776277452,13.298546,2.4005435250444473,5982.0,600.2550000000001,-126.5,0.8625152,0.03766949999999991,-0.15013770000000004,11.6338236,444120.2296008933,120870.8091726328,443659.043301822,120870.8091726328,443659.043301822,0.06456599999999924,1.0,,0.9989615733120607,0.9989615733120607,5739.0,0.038,115.0,0.931,13.045999526977539,53.65650177001953,40.57250213623047,32.23649978637695,1.7296223640441895,1.608231782913208,1.5083478689193726,1331.01375,5738.7,100.0,-0.321,0.06,0.4,1.0,0.12,0.06584856895797142,-6.276331162444193e-05,-0.03279603767474859,0.03433626281797775,6.352504146414639e-05,0.920400903446784,2.8865071010419214,0.010249765353153362,-0.010958324592811208,0.8425181383515005,1.0766387374169013,-0.032946541054110545,0.044212725279566434,0.9205686779689742,-3.2805915329212594,0.09242780659996196,-0.0716170985298401,9.116138945205142,2.539674213524816,0.20113732936401085,-0.4982391560982681,K01535,cks1,,,,1.0,"Lick,Pal1.5,WIYN",K01535,,,,,,3.5e-05,8.214046721937335,1.7533006150115,0.07913765657983605,-0.07913765657983605,8.25350274078357,0.657991889482111,-0.657991889482111,0.31621530459983094,0.004786574717335132,-0.004786574717335132,1.7541677105961653,0.051565169387373246,-0.051565169387373246,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1962,1537,CANDIDATE,0.924,10.19154678,7.812e-05,-7.812e-05,0.007567,0.001344,-0.000385,1.39,0.09,-0.05,0.659,0.27399999999999997,-0.43700000000000006,9872292,K01537.01,,4.5287604,19.157948,27.6,1,135,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.4869,0.3458917640960815,0.13943139226554369,-0.2359988061502663,0.29836072147291554,-0.14122262764739268,0.0072805337214397105,0.00030501587949716396,-0.00020050498669825847,0.0,0.0006134802766882342,6.075525299533066,1537.0,714.0,46.789894,6212.0,10.514,1.684,0.02,0.025,0.011,1.156,281.46173,10.79,11111111111111111,10.563,11.74,1.0027416,98.39420616173707,404307.99941753346,276.73390925217484,0.0,11.255382,252705.88980433173,237.11779261246696,0.021906165289571174,281.46178559832697,0.0,86.93916999999999,2.1191965853700367e+18,0.1843678094085702,11.671585,46.7899282595691,232140.3735043325,11.937012,1.9575038722032962,6320.5,58.0,-60.5,1.7332121999999999,0.033663300000000174,-0.03137699999999999,10.512814000000002,1247108.949052001,403933.53535941266,1245953.8952844436,403933.53535941266,1245953.8952844436,0.06841499999999989,1.0,,0.9990738148672292,0.9990738148672293,6218.0,0.073,124.0,1.796,11.739999771118164,34.80950164794922,27.961498260498047,24.77400016784668,1.5416978597640991,1.4465603828430176,1.3939961194992065,964.05375,6218.5,100.0,-0.131,0.06,6.2,1.0,0.12,0.053552195774365034,-7.930010215426163e-05,-0.05928504585064531,0.061885085431981235,8.086028839850158e-05,1.7691425523145827,0.7223951761704619,0.024887306503374118,-0.024965248764960972,1.1774875522658692,0.21301738475854864,-0.04528596342084335,0.09857814585509496,1.7736911177281842,-1.2707220421968537,0.019834072861977886,-0.01670656945274393,4.485053971218677,2.948176949957264,0.3688918746583977,-0.8558432065300164,K01537,cks1,,,,1.0,"Gem,Keck,MMT,Pal1.5,Pal5,WIYN",K01537,1.3809,0.2698,,,,0.0061,7.391276655988604,1.4055458423916134,0.0679587534353113,-0.0679587534353113,447.81526333853583,36.01824459656277,-36.01824459656277,0.09718351016364812,0.001971842835167377,-0.001971842835167377,1.4092083432799996,0.052511654418898254,-0.052511654418898254,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1982,1557,CONFIRMED,1.0,3.295701024,1.921e-06,-1.921e-06,0.037295999999999996,0.001143,-0.00103,2.81,0.2,-0.1,0.267,0.215,-0.267,5371776,K01557.01,Kepler-304 b,13.646954000000001,119.19753,114.7,4,327,1,q1_q17_dr25_tce,11111011101110111000000000000000,0.0423,0.3421758526109795,0.018098856714833023,-0.23612110652406143,0.30738222106299984,-0.018926195077651586,0.037606652821065026,0.0025538794396580272,-0.0006981171146787507,0.0,0.0026072890806253866,1.7515016005916086,1557.0,282.0,40.55759,4723.0,12.626,0.691,0.033,0.024,0.033,0.76,294.44177,13.243,11111011101110111,12.75,14.84,0.90342295,8.946588190238417,22029.781245338374,26.025453215198155,0.0,14.112448,18188.16674915636,24.31827210740732,0.027481695664488732,294.4418030589078,0.0,82.676704,2.0765658051519258e+18,0.19888578070246501,14.83084,40.55754079347484,9307.016190308737,15.429362,2.325096079265064,4921.825,139.67500000000018,-163.45499999999993,0.5985803000000001,0.04183005999999989,-0.03258050000000001,12.592086200000002,183736.5323349926,22009.207275522444,183564.93780900774,22011.58434003311,183739.12688361327,0.009159999999999613,2.0,,0.999173986109866,1.0000141210274718,4843.0,0.028,97.0,0.658,14.84000015258789,218.01600646972656,184.98800659179688,163.4080047607422,2.3384883403778076,2.267143487930298,2.213273286819458,754.25625,4682.0,60.0,0.06,0.12,,,0.12,0.11129150164200974,-0.0004225575868462561,-0.020829856582351147,0.021681577186304042,0.0004314091511654905,0.6645044198082742,5.274310699498094,0.008404233870657252,-0.009370240457999056,0.7080626322689229,2.3053337743276967,-0.024311757361311852,0.021867386684543244,0.6750622464690765,-3.5236309734513664,0.08504141811506738,-0.09716452817832977,4.649077880469272,2.1561268180968707,0.09897981479966043,-0.11699598121757235,K01557,smemp,rj156.283,rj156.283,CK01557,1.0,Pal1.5,K01557,,,,,,5.8e-07,2.293589921984122,2.729214131652091,0.14723284152407398,-0.14723284152407398,131.45716755620282,8.049717901047455,-8.049717901047455,0.0386425377170396,0.0004185583665629159,-0.0004185583665629159,2.772945955744493,0.12546164302778604,-0.12546164302778604,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1983,1557,CONFIRMED,1.0,9.65349016,1.43e-05,-1.43e-05,0.031945999999999995,0.00115,-0.00056,2.41,0.17,-0.09,0.149,0.305,-0.149,5371776,K01557.02,Kepler-304 d,9.720999,57.264796999999994,63.1,4,104,2,q1_q17_dr25_tce,11111011101110111000000000000000,0.0629,0.319238474651524,0.038544456821913986,-0.21974104706064612,0.2757496425523376,-0.03797460297652755,0.03243878064295998,0.0016526104451485696,-0.0006138825060727979,0.0,0.0009951890004354519,2.8026779961394896,1557.0,282.0,40.55759,4723.0,12.626,0.691,0.033,0.024,0.033,0.76,294.44177,13.243,11111011101110111,12.75,14.84,0.90342295,8.946588190238417,22029.781245338374,26.025453215198155,0.0,14.112448,18188.16674915636,24.31827210740732,0.027481695664488732,294.4418030589078,0.0,82.676704,2.0765658051519258e+18,0.19888578070246501,14.83084,40.55754079347484,9307.016190308737,15.429362,2.325096079265064,4921.825,139.67500000000018,-163.45499999999993,0.5985803000000001,0.04183005999999989,-0.03258050000000001,12.592086200000002,183736.5323349926,22009.207275522444,183564.93780900774,22011.58434003311,183739.12688361327,0.009159999999999613,2.0,,0.999173986109866,1.0000141210274718,4843.0,0.028,97.0,0.658,14.84000015258789,218.01600646972656,184.98800659179688,163.4080047607422,2.3384883403778076,2.267143487930298,2.213273286819458,754.25625,4682.0,60.0,0.06,0.12,,,0.12,0.11129150164200974,-0.0004225575868462561,-0.020829856582351147,0.021681577186304042,0.0004314091511654905,0.6645044198082742,5.274310699498094,0.008404233870657252,-0.009370240457999056,0.7080626322689229,2.3053337743276967,-0.024311757361311852,0.021867386684543244,0.6750622464690765,-3.5236309734513664,0.08504141811506738,-0.09716452817832977,4.649077880469272,2.1561268180968707,0.09897981479966043,-0.11699598121757235,K01557,smemp,rj156.283,rj156.283,CK01557,1.0,Pal1.5,K01557,,,,,,0.00011,3.2816678479833836,2.354304116134938,0.11106473261007045,-0.11106473261007045,31.363801726268388,1.9395141936981344,-1.9395141936981344,0.07912416470814185,0.0008773310446202488,-0.0008773310446202488,2.3924422933603937,0.08778389281009895,-0.08778389281009895,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1985,1557,CONFIRMED,1.0,1.4991444409999999,3.838e-06,-3.838e-06,0.014494,0.000544,-0.000755,1.09,0.08,-0.04,0.331,0.127,-0.331,5371776,K01557.04,Kepler-304 e,3.8166718,20.58173,22.2,4,629,4,q1_q17_dr25_tce,11111011101110111000000000000000,0.9398,0.3205349767368709,0.06949134684690961,-0.22191351265656603,0.2880824202925687,-0.07332295780913567,0.014637344842884589,0.0008290363445995416,-0.0005262481671246023,0.0,0.000523113210691785,1.3694401897455997,1557.0,282.0,40.55759,4723.0,12.626,0.691,0.033,0.024,0.033,0.76,294.44177,13.243,11111011101110111,12.75,14.84,0.90342295,8.946588190238417,22029.781245338374,26.025453215198155,0.0,14.112448,18188.16674915636,24.31827210740732,0.027481695664488732,294.4418030589078,0.0,82.676704,2.0765658051519258e+18,0.19888578070246501,14.83084,40.55754079347484,9307.016190308737,15.429362,2.325096079265064,4921.825,139.67500000000018,-163.45499999999993,0.5985803000000001,0.04183005999999989,-0.03258050000000001,12.592086200000002,183736.5323349926,22009.207275522444,183564.93780900774,22011.58434003311,183739.12688361327,0.009159999999999613,2.0,,0.999173986109866,1.0000141210274718,4843.0,0.028,97.0,0.658,14.84000015258789,218.01600646972656,184.98800659179688,163.4080047607422,2.3384883403778076,2.267143487930298,2.213273286819458,754.25625,4682.0,60.0,0.06,0.12,,,0.12,0.11129150164200974,-0.0004225575868462561,-0.020829856582351147,0.021681577186304042,0.0004314091511654905,0.6645044198082742,5.274310699498094,0.008404233870657252,-0.009370240457999056,0.7080626322689229,2.3053337743276967,-0.024311757361311852,0.021867386684543244,0.6750622464690765,-3.5236309734513664,0.08504141811506738,-0.09716452817832977,4.649077880469272,2.1561268180968707,0.09897981479966043,-0.11699598121757235,K01557,smemp,rj156.283,rj156.283,CK01557,1.0,Pal1.5,K01557,,,,,,0.0051,1.7639285744883713,1.0615285870268178,0.05968026658301863,-0.05968026658301863,375.80063579320836,23.22252295543285,-23.22252295543285,0.022857716384878317,0.00024939026706935475,-0.00024939026706935475,1.0792857739676283,0.051521663600432616,-0.051521663600432616,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1998,1567,CONFIRMED,1.0,7.24022418,1.674e-05,-1.674e-05,0.027225,0.005227,-0.000994,2.14,0.14,-0.08,0.507,0.389,-0.314,5438099,K01567.01,Kepler-306 c,6.581204400000001,38.200813000000004,48.2,4,158,1,q1_q17_dr25_tce,00011111111111111000000000000000,0.9175,0.2999184253877151,0.04628399561375529,-0.2092703890269934,0.280733650377524,-0.04582839725115884,0.026496112655853676,0.0011694866429284925,-0.0005092940124621984,0.0,0.0009171984480311974,2.8126501115167093,1567.0,202.0,40.61615,4955.0,13.503,0.7209999999999998,0.032,0.027000000000000003,0.039,0.774,288.53867,14.084000000000001,00011111111111111,13.607,15.565,1.0064461999999998,5.544799120777038,11334.128424617129,15.332078630085599,0.0,14.884919,8928.952278586843,7.761723563865285,0.030417854839247662,288.5387144825665,0.0,41.45693,2.1020673968029358e+18,0.3648181434353718,15.552396,40.61605445257908,5115.183011066426,16.079235,1.3140308413206307,4923.0,174.75,-95.0,0.77311486,0.030724289999999987,-0.05209600999999997,13.5220588,78020.09515732051,11320.278356831786,77924.75623349106,11320.278356831786,77924.75623349106,0.012603999999999616,1.0,,0.9987780209234914,0.9987780209234915,4908.0,0.038,98.0,0.781,15.5649995803833,229.2480010986328,173.27699279785156,125.95800018310547,2.3603055477142334,2.238740921020508,2.1002256870269775,1100.1168750000002,4908.1,100.0,-0.129,0.06,2.2,1.0,0.12,0.06280974773352813,-0.0003261942760720629,-0.037173132485185945,0.03944038667980743,0.0003406129213126968,0.7635039238034917,3.744798530429581,0.013776979455085714,-0.013217179709947957,0.7630983078388531,1.8127542984274518,-0.023427304789307542,0.03037740569882663,0.7483889042825645,-4.745733514118536,0.12340710750090778,-0.1047853484650445,8.508967582740691,1.3981161666131443,0.06594193349851564,-0.1034172877007376,K01567,cks1,,,,1.0,Pal1.5,K01567,,,,,,7e-06,3.2303441790155563,2.210536870418017,0.13161822279211763,-0.13161822279211763,64.93116253143148,6.019276717427722,-6.019276717427722,0.06695973008950602,0.0007889885872425967,-0.0007889885872425967,2.1670398778475017,0.07871956168554703,-0.07871956168554703,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1999,1567,CONFIRMED,1.0,4.64622383,1.616e-05,-1.616e-05,0.023132,0.000245,-0.003933,1.82,0.12,-0.07,0.88,0.042,-0.625,5438099,K01567.02,Kepler-306 b,5.4548845,21.927835,28.2,4,228,3,q1_q17_dr25_tce,00011111111111111000000000000000,0.457,0.33722224154903524,0.06795249712343088,-0.23014732574470492,0.29128132453167277,-0.06523454671865236,0.019196028372549388,0.001041328818775892,-0.0005747659747715496,0.0,0.0006101438749137459,2.315003537945737,1567.0,202.0,40.61615,4955.0,13.503,0.7209999999999998,0.032,0.027000000000000003,0.039,0.774,288.53867,14.084000000000001,00011111111111111,13.607,15.565,1.0064461999999998,5.544799120777038,11334.128424617129,15.332078630085599,0.0,14.884919,8928.952278586843,7.761723563865285,0.030417854839247662,288.5387144825665,0.0,41.45693,2.1020673968029358e+18,0.3648181434353718,15.552396,40.61605445257908,5115.183011066426,16.079235,1.3140308413206307,4923.0,174.75,-95.0,0.77311486,0.030724289999999987,-0.05209600999999997,13.5220588,78020.09515732051,11320.278356831786,77924.75623349106,11320.278356831786,77924.75623349106,0.012603999999999616,1.0,,0.9987780209234914,0.9987780209234915,4908.0,0.038,98.0,0.781,15.5649995803833,229.2480010986328,173.27699279785156,125.95800018310547,2.3603055477142334,2.238740921020508,2.1002256870269775,1100.1168750000002,4908.1,100.0,-0.129,0.06,2.2,1.0,0.12,0.06280974773352813,-0.0003261942760720629,-0.037173132485185945,0.03944038667980743,0.0003406129213126968,0.7635039238034917,3.744798530429581,0.013776979455085714,-0.013217179709947957,0.7630983078388531,1.8127542984274518,-0.023427304789307542,0.03037740569882663,0.7483889042825645,-4.745733514118536,0.12340710750090778,-0.1047853484650445,8.508967582740691,1.3981161666131443,0.06594193349851564,-0.1034172877007376,K01567,cks1,,,,1.0,Pal1.5,K01567,,,,,,9.3e-05,2.786323268694186,1.6005705110546786,0.10541516919408152,-0.10541516919408152,117.3320561208426,10.900626930303037,-10.900626930303037,0.04981787745305356,0.0005871528407035069,-0.0005871528407035069,1.5698196160213274,0.07139381332186358,-0.07139381332186358,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2000,1567,CONFIRMED,1.0,17.32670445,7.387e-05,-7.387e-05,0.028301,0.004469,-0.002873,2.23,0.14,-0.09,0.7559999999999999,0.154,-0.517,5438099,K01567.03,Kepler-306 d,7.0385246,27.026670000000003,34.8,4,67,2,q1_q17_dr25_tce,00011111111111111000000000000000,0.4263,0.32184401473545593,0.08656558614790644,-0.22847891775056703,0.29679440366801063,-0.08310858719966463,0.025582397708232202,0.001320288286631055,-0.0006386978269851511,0.0,0.0007897090345480851,4.023263035478559,1567.0,202.0,40.61615,4955.0,13.503,0.7209999999999998,0.032,0.027000000000000003,0.039,0.774,288.53867,14.084000000000001,00011111111111111,13.607,15.565,1.0064461999999998,5.544799120777038,11334.128424617129,15.332078630085599,0.0,14.884919,8928.952278586843,7.761723563865285,0.030417854839247662,288.5387144825665,0.0,41.45693,2.1020673968029358e+18,0.3648181434353718,15.552396,40.61605445257908,5115.183011066426,16.079235,1.3140308413206307,4923.0,174.75,-95.0,0.77311486,0.030724289999999987,-0.05209600999999997,13.5220588,78020.09515732051,11320.278356831786,77924.75623349106,11320.278356831786,77924.75623349106,0.012603999999999616,1.0,,0.9987780209234914,0.9987780209234915,4908.0,0.038,98.0,0.781,15.5649995803833,229.2480010986328,173.27699279785156,125.95800018310547,2.3603055477142334,2.238740921020508,2.1002256870269775,1100.1168750000002,4908.1,100.0,-0.129,0.06,2.2,1.0,0.12,0.06280974773352813,-0.0003261942760720629,-0.037173132485185945,0.03944038667980743,0.0003406129213126968,0.7635039238034917,3.744798530429581,0.013776979455085714,-0.013217179709947957,0.7630983078388531,1.8127542984274518,-0.023427304789307542,0.03037740569882663,0.7483889042825645,-4.745733514118536,0.12340710750090778,-0.1047853484650445,8.508967582740691,1.3981161666131443,0.06594193349851564,-0.1034172877007376,K01567,cks1,,,,1.0,Pal1.5,K01567,,,,,,0.0002,4.320859203832335,2.1322473744043857,0.13513247246974502,-0.13513247246974502,20.369454137540906,1.8892407668612659,-1.8892407668612659,0.11982026589053342,0.001392494768516152,-0.001392494768516152,2.0917649858815195,0.08822999953316908,-0.08822999953316908,False,False,False,False,False,False,False,False,False,False,False,False,False,False
