-2.000000000000000000e+00,-3.083279745994703044e-03
-1.949494949494949392e+00,-3.460935144995077629e-03
-1.898989898989899006e+00,-3.884493086389166367e-03
-1.848484848484848397e+00,-4.359441113910620877e-03
-1.797979797979798011e+00,-4.891899145577295778e-03
-1.747474747474747403e+00,-5.488686257918747556e-03
-1.696969696969697017e+00,-6.157392941270435106e-03
-1.646464646464646409e+00,-6.906458844082323002e-03
-1.595959595959596022e+00,-7.745255880755308464e-03
-1.545454545454545414e+00,-8.684176388308298758e-03
-1.494949494949494806e+00,-9.734725772771780222e-03
-1.444444444444444420e+00,-1.090961877638937753e-02
-1.393939393939394034e+00,-1.222287811063442475e-02
-1.343434343434343425e+00,-1.368993372687664009e-02
-1.292929292929292817e+00,-1.532772042628214974e-02
-1.242424242424242431e+00,-1.715477083537293723e-02
-1.191919191919192045e+00,-1.919129998965555389e-02
-1.141414141414141437e+00,-2.145927687727570629e-02
-1.090909090909090828e+00,-2.398247730937990568e-02
-1.040404040404040442e+00,-2.678651142850376615e-02
-9.898989898989898339e-01,-2.989881808262238524e-02
-9.393939393939394478e-01,-3.334861724401259886e-02
-8.888888888888888395e-01,-3.716681072801911873e-02
-8.383838383838384534e-01,-4.138582054518642750e-02
-7.878787878787878451e-01,-4.603935558449791243e-02
-7.373737373737374590e-01,-5.116209271463476038e-02
-6.868686868686868507e-01,-5.678926744296140111e-02
-6.363636363636364646e-01,-6.295616336996381901e-02
-5.858585858585858563e-01,-6.969749747181931687e-02
-5.353535353535354702e-01,-7.704670110117525783e-02
-4.848484848484848619e-01,-8.503510240955428068e-02
-4.343434343434344758e-01,-9.369102338002117947e-02
-3.838383838383838675e-01,-1.030388106761445377e-01
-3.333333333333332593e-01,-1.130978307074504002e-01
-2.828282828282828731e-01,-1.238814644592723113e-01
-2.323232323232322372e-01,-1.353961463395576270e-01
-1.818181818181819065e-01,-1.476404957447235433e-01
-1.313131313131312428e-01,-1.606045922511721846e-01
-8.080808080808091209e-02,-1.742694438280608660e-01
-3.030303030303029346e-02,-1.886066917789541997e-01
2.020202020202037374e-02,-2.035785871850922246e-01
7.070707070707046848e-02,-2.191382578401528669e-01
1.212121212121210767e-01,-2.352302734638040960e-01
1.717171717171717404e-01,-2.517914941643017990e-01
2.222222222222223764e-01,-2.687521744652462408e-01
2.727272727272724850e-01,-2.860372781999835912e-01
3.232323232323230378e-01,-3.035679483862416261e-01
3.737373737373737015e-01,-3.212630686509759248e-01
4.242424242424243097e-01,-3.390408500221356314e-01
4.747474747474749179e-01,-3.568203788188678560e-01
5.252525252525250821e-01,-3.745230674240920266e-01
5.757575757575756903e-01,-3.920739590287638521e-01
6.262626262626262985e-01,-4.094028489078148647e-01
6.767676767676769067e-01,-4.264451972853718353e-01
7.272727272727270709e-01,-4.431428213135533145e-01
7.777777777777776791e-01,-4.594443652418526147e-01
8.282828282828282873e-01,-4.753055578383117430e-01
8.787878787878788955e-01,-4.906892741293746307e-01
9.292929292929290597e-01,-5.055654243729432729e-01
9.797979797979796679e-01,-5.199106968859075195e-01
1.030303030303030276e+00,-5.337081830894105927e-01
1.080808080808080884e+00,-5.469469131127477901e-01
1.131313131313131048e+00,-5.596213291681162438e-01
1.181818181818181657e+00,-5.717307211545840095e-01
1.232323232323232265e+00,-5.832786464080854660e-01
1.282828282828282873e+00,-5.942723518964361240e-01
1.333333333333333481e+00,-6.047222133252878606e-01
1.383838383838383645e+00,-6.146412030119506875e-01
1.434343434343434254e+00,-6.240444005891606638e-01
1.484848484848484862e+00,-6.329485091513754602e-01
1.535353535353535470e+00,-6.413715084234459241e-01
1.585858585858585634e+00,-6.493322317397375310e-01
1.636363636363636243e+00,-6.568500804650301284e-01
1.686868686868686851e+00,-6.639447456312832507e-01
1.737373737373737459e+00,-6.706359769028044093e-01
1.787878787878787623e+00,-6.769433896472556444e-01
1.838383838383838231e+00,-6.828863065614479977e-01
1.888888888888888840e+00,-6.884836302030381550e-01
1.939393939393939448e+00,-6.937537428012894303e-01
1.989898989898989612e+00,-6.987144298356375849e-01
2.040404040404040664e+00,-7.033828240793391640e-01
2.090909090909090828e+00,-7.077753670557916932e-01
2.141414141414140992e+00,-7.119077851338976304e-01
2.191919191919192045e+00,-7.157950777818626875e-01
2.242424242424242209e+00,-7.194515157780680958e-01
2.292929292929293261e+00,-7.228906474658119974e-01
2.343434343434343425e+00,-7.261253113822097038e-01
2.393939393939393590e+00,-7.291676538729119361e-01
2.444444444444444642e+00,-7.320291504067520938e-01
2.494949494949494806e+00,-7.347206296838675321e-01
2.545454545454544970e+00,-7.372522996185325583e-01
2.595959595959596022e+00,-7.396337745087027127e-01
2.646464646464646187e+00,-7.418741028877144927e-01
2.696969696969697239e+00,-7.439817955068993571e-01
2.747474747474747403e+00,-7.459648531873024346e-01
2.797979797979797567e+00,-7.478307941530089042e-01
2.848484848484848619e+00,-7.495866807422155720e-01
2.898989898989898784e+00,-7.512391452274043147e-01
2.949494949494949836e+00,-7.527944147339096226e-01
3.000000000000000000e+00,-7.542583350756175697e-01
